prefecture,shrine_name,kana,address,url
Shiga,若宮神社,ワカミヤ,滋賀県大津市下阪本1-24-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=41
Shiga,酒井神社,サカイ,滋賀県大津市下阪本4-9-18,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=42
Shiga,若宮神社,ワカミヤ,滋賀県大津市下阪本6-5-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=43
Shiga,磯成神社,イソナリ,滋賀県大津市下阪本6-8-10,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=44
Shiga,幸神神社,サイノカミ,滋賀県大津市下阪本4-22-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=45
Shiga,巖島神社,イツクシマ,滋賀県大津市下阪本5-8-5,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=46
Shiga,大崎神社,オオサキ,滋賀県大津市比叡辻1-6-9,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=47
Shiga,供所神社,クショ,滋賀県大津市比叡辻1-4-11,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=48
Shiga,八幡神社,ハチマン,滋賀県大津市滋賀里1-17-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=49
Shiga,倭神社,シドリ,滋賀県大津市滋賀里3-223,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=50
Shiga,近江神宮,オウミジングウ,滋賀県大津市神宮町1-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=51
Shiga,黒主神社,クロヌシ,滋賀県大津市南志賀2-24-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=52
Shiga,福王子神社,フクオウジ,滋賀県大津市南志賀2-19-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=53
Shiga,宇佐八幡神社,ウサハチマン,滋賀県大津市錦織1-15,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=54
Shiga,樹下神社,ジュゲ,滋賀県大津市山中町889,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=55
Shiga,蝉丸神社,セミマル,滋賀県大津市大谷町23-11,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=56
Shiga,藤尾神社,フジオ,滋賀県大津市藤尾奥町1-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=57
Shiga,三尾神社,ミオ,滋賀県大津市園城寺町251,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=58
Shiga,早尾神社,ハヤオ,滋賀県大津市山上町736,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=59
Shiga,長等神社,ナガラ,滋賀県大津市三井寺町4-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=60
Shiga,若宮八幡神社,ワカミヤハチマン,滋賀県大津市逢坂1-11-2,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=61
Shiga,蛭子神社,エビス,滋賀県大津市中央2-6-30,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=63
Shiga,天孫神社,テンソン,滋賀県大津市京町3-3-36,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=64
Shiga,彦田稲荷神社,ヒコタイナリ,滋賀県大津市浜大津1-1-12,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=65
Shiga,八幡神社,ハチマン,滋賀県大津市中央2-1-3,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=66
Shiga,石坐神社,イワイ,滋賀県大津市西の庄15-16,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=67
Shiga,平野神社,ヒラノ,滋賀県大津市松本1-8-25,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=68
Shiga,和田神社,ワダ,滋賀県大津市木下町7-13,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=69
Shiga,膳所神社,ゼゼ,滋賀県大津市膳所1-14-14,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=70
Shiga,篠津神社,シノヅ,滋賀県大津市中庄1-14-24,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=71
Shiga,粟津神社,アワヅ,滋賀県大津市中庄1-21-17,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=72
Shiga,本多神社,ホンダ,滋賀県大津市御殿浜20-50,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=74
Shiga,若宮八幡神社,ワカミヤハチマン,滋賀県大津市杉浦町20-20,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=75
Shiga,秋葉神社,アキバ,滋賀県大津市秋葉台34-23,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=76
Shiga,菅原神社,スガハラ,滋賀県大津市膳所平尾町987,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=77
Shiga,御霊神社,ゴリョウ,滋賀県大津市鳥居川町14-13,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=78
Shiga,御霊神社,ゴリョウ,滋賀県大津市北大路1-6-26,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=79
Shiga,新宮神社,シングウ,滋賀県大津市石山寺2-13-16,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=81
Shiga,戸隠神社,トガクシ,滋賀県大津市平津2-9-13,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=82
Shiga,御霊神社,ゴリョウ,滋賀県大津市南郷5-4-9,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=83
Shiga,春日神社,カスガ,滋賀県大津市石山内畑町242,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=84
Shiga,貴船御霊神社,キフネゴリョウ,滋賀県大津市大石曽束町197,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=85
Shiga,八幡神社,ハチマン,滋賀県大津市大石小田原町263,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=86
Shiga,八幡神社,ハチマン,滋賀県大津市大石龍門461,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=87
Shiga,佐久奈度神社,サクナド,滋賀県大津市大石中1-2-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=88
Shiga,春日神社,カスガ,滋賀県大津市大石富川1-9-2,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=89
Shiga,琴平神社,コトヒラ,滋賀県大津市大石富川4-8-3,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=90
Shiga,須賀神社,スガ,滋賀県大津市田上羽栗町201,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=91
Shiga,白山神社,ハクサン,滋賀県大津市森153,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=92
Shiga,八幡神社,ハチマン,滋賀県大津市田上森町579,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=93
Shiga,天満神社,テンマン,滋賀県大津市田上枝町465,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=94
Shiga,毛知比神社,モチヒ,滋賀県大津市里5-7-20,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=95
Shiga,神立神社,カンダチ,滋賀県大津市石居1-9-25,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=96
Shiga,大将軍神社,ダイショウグン,滋賀県大津市石居1-7-16,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=97
Shiga,上津神社,カミツ,滋賀県大津市稲津2-6-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=98
Shiga,上津神社,カミツ,滋賀県大津市太子1-2-12,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=99
Shiga,山神社,ヤマ,滋賀県大津市太子1-2-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=100
Shiga,新茂智神社,シンモチ,滋賀県大津市関津4-8-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=101
Shiga,白山神社,ハクサン,滋賀県大津市関津1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=102
Shiga,諏訪神社,スワ,滋賀県大津市関津1-9-11,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=103
Shiga,箭簳神社,ヤノ,滋賀県大津市桐生201,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=105
Shiga,八幡神社,ハチマン,滋賀県大津市牧1-12-10,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=106
Shiga,天満宮,テンマングウ,滋賀県大津市平野1-13-7,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=107
Shiga,荒戸神社,アラト,滋賀県大津市中野3-2-2,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=108
Shiga,波穂神社,ナミホ,滋賀県大津市芝原1-4-15,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=109
Shiga,若宮八幡神社,ワカミヤハチマン,滋賀県大津市堂1-1-2,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=110
Shiga,新宮神社,シングウ,滋賀県大津市新免2-12-15,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=111
Shiga,建部大社,タケベ,滋賀県大津市神領1-16-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=112
Shiga,御霊神社,ゴリョウ,滋賀県大津市大江6-13-28,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=113
Shiga,若松神社,ワカマツ,滋賀県大津市大江2-9-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=114
Shiga,八坂神社,ヤサカ,滋賀県大津市月輪1-5-12,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=116
Shiga,小野神社,オノ,滋賀県大津市小野1961,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=117
Shiga,天皇神社,テンノウジンジャ,滋賀県大津市和迩中146番地,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=118
Shiga,木元神社,キモト,滋賀県大津市和邇南浜185,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=119
Shiga,大将軍神社,ダイショウグン,滋賀県大津市和邇中浜58,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=120
Shiga,住吉神社,スミヨシ,滋賀県大津市和邇北浜644,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=121
Shiga,水分神社,ミクマリ,滋賀県大津市栗原446,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=122
Shiga,八所神社,ハッショ,滋賀県大津市南船路321,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=123
Shiga,若宮神社,ワカミヤ,滋賀県大津市八屋戸306,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=124
Shiga,八所神社,ハッショ,滋賀県大津市八屋戸1074,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=125
Shiga,樹下神社,ジュゲ,滋賀県大津市木戸680-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=126
Shiga,湯島神社,ユシマ,滋賀県大津市荒川647-1,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=127
Shiga,樹下神社,ジュゲ,滋賀県大津市南比良98,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=128
Shiga,天満神社,テンマン,滋賀県大津市北比良381,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=129
Shiga,八幡神社,ハチマン,滋賀県大津市南小松397,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=130
Shiga,樹下神社,ジュゲ,滋賀県大津市北小松914,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=131
