shrine,shrineLabel,website
http://www.wikidata.org/entity/Q11509681,日牟禮八幡宮,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=268
http://www.wikidata.org/entity/Q11435100,大嶋奥津嶋神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=278
http://www.wikidata.org/entity/Q11445964,奥津嶋神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=281
http://www.wikidata.org/entity/Q11634951,賀茂神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=284
http://www.wikidata.org/entity/Q59282641,小田神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=306
http://www.wikidata.org/entity/Q77807498,立木神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=338
http://www.wikidata.org/entity/Q11462224,小汐井神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=339
http://www.wikidata.org/entity/Q77917203,伊砂砂神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=340
http://www.wikidata.org/entity/Q11462132,小槻神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=341
http://www.wikidata.org/entity/Q11606721,結神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=13
http://www.wikidata.org/entity/Q22119793,名木林神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=42
http://www.wikidata.org/entity/Q11354833,三大神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=364
http://www.wikidata.org/entity/Q11462126,小槻大社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=368
http://www.wikidata.org/entity/Q22117831,五百井神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=369
http://www.wikidata.org/entity/Q59282652,大野神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=383
http://www.wikidata.org/entity/Q130638515,大宝神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=386
http://www.wikidata.org/entity/Q11553975,河桁御河邊神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=425
http://www.wikidata.org/entity/Q97162402,田中神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=442
http://www.wikidata.org/entity/Q11400513,勝部神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=445
http://www.wikidata.org/entity/Q97206855,小津神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=450
http://www.wikidata.org/entity/Q11392795,兵主神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=488
http://www.wikidata.org/entity/Q11438451,大笹原神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=495
http://www.wikidata.org/entity/Q11488762,御上神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=498
http://www.wikidata.org/entity/Q11413129,吉御子神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=517
http://www.wikidata.org/entity/Q11412752,吉姫神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=518
http://www.wikidata.org/entity/Q11579598,白山神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=519
http://www.wikidata.org/entity/Q107410088,立志神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=521
http://www.wikidata.org/entity/Q119929647,夏見神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=525
http://www.wikidata.org/entity/Q126123474,飯道神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=526
http://www.wikidata.org/entity/Q119929646,松尾神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=527
http://www.wikidata.org/entity/Q106852418,斎神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=538
http://www.wikidata.org/entity/Q11548384,水口神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=547
http://www.wikidata.org/entity/Q74704569,柏木神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=574
http://www.wikidata.org/entity/Q60988403,大鳥神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=600
http://www.wikidata.org/entity/Q11398661,加毛神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=64
http://www.wikidata.org/entity/Q11584115,矢川神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=613
http://www.wikidata.org/entity/Q132154383,新宮神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=621
http://www.wikidata.org/entity/Q126123407,飯道神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=630
http://www.wikidata.org/entity/Q11510722,日雲神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=633
http://www.wikidata.org/entity/Q11553074,沙沙貴神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=645
http://www.wikidata.org/entity/Q24864985,奥石神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=653
http://www.wikidata.org/entity/Q59282601,山部神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=683
http://www.wikidata.org/entity/Q11622964,藤切神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=772
http://www.wikidata.org/entity/Q11438052,大皇器地祖神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=785
http://www.wikidata.org/entity/Q11369798,乎加神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=816
http://www.wikidata.org/entity/Q38277762,押立神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=870
http://www.wikidata.org/entity/Q95937595,豊満神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=903
http://www.wikidata.org/entity/Q402091,多賀大社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=942
http://www.wikidata.org/entity/Q132188921,胡宮神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=947
http://www.wikidata.org/entity/Q11554898,泉神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1009
http://www.wikidata.org/entity/Q11602835,筑摩神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1018
http://www.wikidata.org/entity/Q11425529,坂田神明宮,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1038
http://www.wikidata.org/entity/Q11469988,山津照神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1050
http://www.wikidata.org/entity/Q11555428,波久奴神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1065
http://www.wikidata.org/entity/Q11473959,岡高神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1077
http://www.wikidata.org/entity/Q11360119,上許曾神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1104
http://www.wikidata.org/entity/Q17217996,宇波刀神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=95
http://www.wikidata.org/entity/Q132125270,和泉神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1131
http://www.wikidata.org/entity/Q135193658,川道神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1187
http://www.wikidata.org/entity/Q11636084,走落神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1217
http://www.wikidata.org/entity/Q11591046,神高槻神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1219
http://www.wikidata.org/entity/Q11585162,石作神社・玉作神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1253
http://www.wikidata.org/entity/Q11602727,等波神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1254
http://www.wikidata.org/entity/Q11381016,伊香具神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1256
http://www.wikidata.org/entity/Q11649828,鉛練比古神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1268
http://www.wikidata.org/entity/Q11368606,丹生神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1272
http://www.wikidata.org/entity/Q11676453,塩津神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1289
http://www.wikidata.org/entity/Q11361528,下塩津神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1294
http://www.wikidata.org/entity/Q11664826,須賀神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1299
http://www.wikidata.org/entity/Q11438676,大荒比古神社・鞆結神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1311
http://www.wikidata.org/entity/Q11438780,大處神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1319
http://www.wikidata.org/entity/Q11487078,弓削神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1333
http://www.wikidata.org/entity/Q11642701,邇々杵神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1375
http://www.wikidata.org/entity/Q134888252,箕島神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1388
http://www.wikidata.org/entity/Q138388868,生嶋神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=124
http://www.wikidata.org/entity/Q11585161,石作神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=125
http://www.wikidata.org/entity/Q11390592,八剣神社,https://www.gifu-jinjacho.jp/syosai.php?shrno=141
http://www.wikidata.org/entity/Q705303,白鬚神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1404
http://www.wikidata.org/entity/Q11548449,水尾神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1420
http://www.wikidata.org/entity/Q11438675,大荒比古神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1424
http://www.wikidata.org/entity/Q11622537,藁園神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1428
http://www.wikidata.org/entity/Q11433666,大國主神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1430
http://www.wikidata.org/entity/Q11555577,波爾布神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1433
http://www.wikidata.org/entity/Q11505027,日吉二宮神社,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=1439
http://www.wikidata.org/entity/Q134887047,八幡大神社,https://www.saitama-jinjacho.or.jp/shrine/9000/
http://www.wikidata.org/entity/Q134887167,大寄諏訪神社,https://www.saitama-jinjacho.or.jp/shrine/9003/
http://www.wikidata.org/entity/Q134886194,二柱神社,https://www.saitama-jinjacho.or.jp/shrine/9011/
http://www.wikidata.org/entity/Q134886345,東大澤神社,https://www.saitama-jinjacho.or.jp/shrine/9012/
http://www.wikidata.org/entity/Q68537489,みか神社,https://www.saitama-jinjacho.or.jp/shrine/9013/
http://www.wikidata.org/entity/Q11647974,金鑽神社,https://www.saitama-jinjacho.or.jp/shrine/9015/
http://www.wikidata.org/entity/Q134886831,廣野大神社,https://www.saitama-jinjacho.or.jp/shrine/9016/
http://www.wikidata.org/entity/Q134886830,熊野神社,https://www.saitama-jinjacho.or.jp/shrine/9017/
http://www.wikidata.org/entity/Q85884328,阿保神社,https://www.saitama-jinjacho.or.jp/shrine/9018/
http://www.wikidata.org/entity/Q106852499,古宮神社,https://www.saitama-jinjacho.or.jp/shrine/9022/
http://www.wikidata.org/entity/Q134886376,久下神社,https://www.saitama-jinjacho.or.jp/shrine/9025/
http://www.wikidata.org/entity/Q134886570,冨士神社,https://www.saitama-jinjacho.or.jp/shrine/9030/
http://www.wikidata.org/entity/Q134886248,富士浅間神社,https://www.saitama-jinjacho.or.jp/shrine/9031/
http://www.wikidata.org/entity/Q134886567,神明社,https://www.saitama-jinjacho.or.jp/shrine/9033/
http://www.wikidata.org/entity/Q134887229,玉津島神社,https://www.saitama-jinjacho.or.jp/shrine/9034/
http://www.wikidata.org/entity/Q134886389,鹿島神社,https://www.saitama-jinjacho.or.jp/shrine/9035/
http://www.wikidata.org/entity/Q134887068,伊勢之宮神社,https://www.saitama-jinjacho.or.jp/shrine/9036/
http://www.wikidata.org/entity/Q134887081,島護産泰神社,https://www.saitama-jinjacho.or.jp/shrine/9039/
http://www.wikidata.org/entity/Q134887226,荒川神社,https://www.saitama-jinjacho.or.jp/shrine/9041/
http://www.wikidata.org/entity/Q135000823,足髙神社,https://www.saitama-jinjacho.or.jp/shrine/9042/
http://www.wikidata.org/entity/Q134887225,宗像神社,https://www.saitama-jinjacho.or.jp/shrine/9044/
http://www.wikidata.org/entity/Q134886239,稲乃比売神社,https://www.saitama-jinjacho.or.jp/shrine/9045/
http://www.wikidata.org/entity/Q134887224,八幡神社,https://www.saitama-jinjacho.or.jp/shrine/9046/
http://www.wikidata.org/entity/Q134886383,壱岐天手長男神社,https://www.saitama-jinjacho.or.jp/shrine/9047/
http://www.wikidata.org/entity/Q134886562,貴船神社,https://www.saitama-jinjacho.or.jp/shrine/9049/
http://www.wikidata.org/entity/Q134887222,釜山神社,https://www.saitama-jinjacho.or.jp/shrine/9050/
http://www.wikidata.org/entity/Q134886385,八幡大神社,https://www.saitama-jinjacho.or.jp/shrine/9051/
http://www.wikidata.org/entity/Q134886240,末野神社,https://www.saitama-jinjacho.or.jp/shrine/9052/
http://www.wikidata.org/entity/Q66085122,出雲乃伊波比神社,https://www.saitama-jinjacho.or.jp/shrine/9053/
http://www.wikidata.org/entity/Q107410086,行田八幡神社,https://www.saitama-jinjacho.or.jp/shrine/9054/
http://www.wikidata.org/entity/Q134886255,久伊豆神社大雷神社合殿,https://www.saitama-jinjacho.or.jp/shrine/9057/
http://www.wikidata.org/entity/Q134886395,勝呂神社,https://www.saitama-jinjacho.or.jp/shrine/9058/
http://www.wikidata.org/entity/Q128866698,小松神社,https://www.saitama-jinjacho.or.jp/shrine/9060/
http://www.wikidata.org/entity/Q131900998,戸川神社,https://www.saitama-jinjacho.or.jp/shrine/9062/
http://www.wikidata.org/entity/Q134886757,愛宕神社,https://www.saitama-jinjacho.or.jp/shrine/9070/
http://www.wikidata.org/entity/Q134886645,鷲香取神社,https://www.saitama-jinjacho.or.jp/shrine/9076/
http://www.wikidata.org/entity/Q11590312,神明神社,https://www.saitama-jinjacho.or.jp/shrine/9082/
http://www.wikidata.org/entity/Q124482383,菖蒲神社,https://www.saitama-jinjacho.or.jp/shrine/9083/
http://www.wikidata.org/entity/Q134887124,天満神社,https://www.saitama-jinjacho.or.jp/shrine/9084/
http://www.wikidata.org/entity/Q67752315,姫宮神社,https://www.saitama-jinjacho.or.jp/shrine/9089/
http://www.wikidata.org/entity/Q124482362,富多神社,https://www.saitama-jinjacho.or.jp/shrine/9090/
http://www.wikidata.org/entity/Q134887138,彦江神社,https://www.saitama-jinjacho.or.jp/shrine/9092/
http://www.wikidata.org/entity/Q119929480,御嶽神社,https://www.saitama-jinjacho.or.jp/shrine/9093/
http://www.wikidata.org/entity/Q11483973,幸宮神社,https://www.saitama-jinjacho.or.jp/shrine/9094/
http://www.wikidata.org/entity/Q134885970,千塚神社,https://www.saitama-jinjacho.or.jp/shrine/9097/
http://www.wikidata.org/entity/Q11360548,上高野神社,https://www.saitama-jinjacho.or.jp/shrine/9098/
http://www.wikidata.org/entity/Q119929448,芳川神社,https://www.saitama-jinjacho.or.jp/shrine/9099/
http://www.wikidata.org/entity/Q134886845,武輝神社,https://www.saitama-jinjacho.or.jp/shrine/9100/
http://www.wikidata.org/entity/Q134886158,水宮神社,https://www.saitama-jinjacho.or.jp/shrine/9106/
http://www.wikidata.org/entity/Q11427145,埼玉県護國神社,https://www.saitama-jinjacho.or.jp/shrine/9107/
http://www.wikidata.org/entity/Q134886568,諏訪大神社,https://www.saitama-jinjacho.or.jp/shrine/9110/
http://www.wikidata.org/entity/Q134886895,葦原大神社,https://www.saitama-jinjacho.or.jp/shrine/9111/
http://www.wikidata.org/entity/Q134887263,天沼神社,https://www.saitama-jinjacho.or.jp/shrine/9112/
http://www.wikidata.org/entity/Q134886927,櫛引氷川神社,https://www.saitama-jinjacho.or.jp/shrine/9114/
http://www.wikidata.org/entity/Q134886897,古櫃神社,https://www.saitama-jinjacho.or.jp/shrine/9117/
http://www.wikidata.org/entity/Q124482328,日進神社,https://www.saitama-jinjacho.or.jp/shrine/9123/
http://www.wikidata.org/entity/Q106301088,加茂神社,https://www.saitama-jinjacho.or.jp/shrine/9124/
http://www.wikidata.org/entity/Q124482327,南方神社,https://www.saitama-jinjacho.or.jp/shrine/9125/
